desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
450650202500531,http://www.animal.go.kr/files/shelter/2025/02/202503110903974_s[1].jpg,2025-03-10,제주시 애월읍 납읍리529,[개] 믹스견,검정&흰색,2024(년생),23.4(Kg),제주-제주-2025-00516,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903974.jpg,보호중,M,N,개체관리번호 0478 - 빨파목줄,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500530,http://www.animal.go.kr/files/shelter/2025/02/202503110903879[1]_s.jpg,2025-03-10,제주시 애월읍 납읍리529,[개] 믹스견,갈색,2025(년생),13.1(Kg),제주-제주-2025-00515,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903879[1].jpg,보호중,M,N,개체관리번호 0477 - 8개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500529,http://www.animal.go.kr/files/shelter/2025/02/202503110903198_s.jpg,2025-03-10,제주시 구좌읍 덕평로14,[개] 믹스견,갈색,2025(년생),4.5(Kg),제주-제주-2025-00514,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903198.jpg,보호중,M,N,개체관리번호 0476 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500528,http://www.animal.go.kr/files/shelter/2025/02/20250311090367[2]_s.jpg,2025-03-10,제주시 한림읍 금악리19 창고부지,[개] 믹스견,검정색,2023(년생),17(Kg),제주-제주-2025-00513,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311090367[2].jpg,보호중,F,U,개체관리번호 0475,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500527,http://www.animal.go.kr/files/shelter/2025/02/202503110903407_s.jpg,2025-03-10,제주시 한림읍 금악리19 창고부지,[개] 믹스견,흰색,2024(년생),24.5(Kg),제주-제주-2025-00512,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903407.jpg,보호중,M,N,개체관리번호 0474,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500526,http://www.animal.go.kr/files/shelter/2025/02/202503110903957_s.jpg,2025-03-10,제주시 아라일동 243-1,[개] 믹스견,기타(블랙탄),2025(60일미만)(년생),2.3(Kg),제주-제주-2025-00511,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903957.jpg,보호중,F,N,개체관리번호 0473 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500525,http://www.animal.go.kr/files/shelter/2025/02/202503110903767_s.jpg,2025-03-10,제주시 용강동 산14-1 한라생태숲 탐방안내소,[개] 믹스견,흰색,2025(년생),3.4(Kg),제주-제주-2025-00510,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903767.jpg,보호중,M,N,개체관리번호 0472 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500524,http://www.animal.go.kr/files/shelter/2025/02/202503110903237_s.jpg,2025-03-10,제주시 오라이동 정실남3길23,[개] 믹스견,검정색,2025(년생),4.3(Kg),제주-제주-2025-00509,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903237.jpg,보호중,F,N,개체관리번호 0471 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500523,http://www.animal.go.kr/files/shelter/2025/02/20250311090367[1]_s.jpg,2025-03-10,제주시 영평동 1207,[개] 믹스견,갈색,2024(년생),17(Kg),제주-제주-2025-00508,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311090367[1].jpg,보호중,M,N,개체관리번호 0470 - 빨노목줄/심장사상충,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500522,http://www.animal.go.kr/files/shelter/2025/02/202503110903843[1]_s.jpg,2025-03-10,제주시 한림읍 한창로1096,[개] 믹스견,갈색&검정,2019(년생),14.7(Kg),제주-제주-2025-00507,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903843[1].jpg,보호중,F,U,개체관리번호 0469 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500521,http://www.animal.go.kr/files/shelter/2025/02/202503110903890_s.jpg,2025-03-10,서귀포시 남원읍 남원리2329,[개] 믹스견,흰색,2025(년생),5.6(Kg),제주-제주-2025-00506,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903890.jpg,보호중,M,N,개체관리번호 0468 - 4개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500520,http://www.animal.go.kr/files/shelter/2025/02/202503110903828_s.jpg,2025-03-10,서귀포시 남원읍 위미리1477,[개] 믹스견,흰색,2025(년생),11(Kg),제주-제주-2025-00505,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903828.jpg,보호중,F,U,개체관리번호 0467 - 8개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500519,http://www.animal.go.kr/files/shelter/2025/02/202503110903356_s.jpg,2025-03-10,서귀포시 대정읍 노을해안로5,[개] 믹스견,흰색,2022(년생),19.4(Kg),제주-제주-2025-00504,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903356.jpg,보호중,M,N,개체관리번호 0466 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500518,http://www.animal.go.kr/files/shelter/2025/02/202503110903143_s[1].jpg,2025-03-10,서귀포시 대정읍 무릉리2310,[개] 믹스견,흰색,2024(년생),16.6(Kg),제주-제주-2025-00503,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903143.jpg,보호중,M,N,개체관리번호 0465 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500517,http://www.animal.go.kr/files/shelter/2025/02/20250311090374_s.jpg,2025-03-10,서귀포시 강정동 용흥로66번길79,[개] 믹스견,검정&흰색,2025(년생),4.4(Kg),제주-제주-2025-00502,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311090374.jpg,보호중,M,N,개체관리번호 0464 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500516,http://www.animal.go.kr/files/shelter/2025/02/202503110903381_s.jpg,2025-03-10,서귀포시 강정동 용흥로66번길79,[개] 믹스견,갈색&흰색,2025(년생),4.2(Kg),제주-제주-2025-00501,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903381.jpg,보호중,M,N,개체관리번호 0463 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500515,http://www.animal.go.kr/files/shelter/2025/02/202503110903343_s.jpg,2025-03-10,서귀포시 강정동 용흥로66번길79,[개] 믹스견,흰색,2025(년생),4.2(Kg),제주-제주-2025-00500,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903343.jpg,보호중,M,N,개체관리번호 0462 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
450650202500514,http://www.animal.go.kr/files/shelter/2025/02/202503110903283_s.jpg,2025-03-10,서귀포시 표선면 세성로124-19,[개] 믹스견,갈색,2023(년생),16(Kg),제주-제주-2025-00499,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903283.jpg,보호중,F,U,개체관리번호 0461 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,박성훈,064-710-4065
448538202500061,http://www.animal.go.kr/files/shelter/2025/02/20250311170328_s.jpg,2025-03-10,상북면석계리66-7,[개] 믹스견,기타(황색흰색),2024(년생),6.0(Kg),경남-양산-2025-00051,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170328.jpg,보호중,M,U,"황색흰색,순하고사람잘따름",양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 양산대로 618  양산시 농업기술센터,경상남도 양산시,양산시,055-392-5669
448536202500181,http://www.animal.go.kr/files/shelter/2025/02/202503111103561_s.jpg,2025-03-10,상남면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),4(Kg),경남-밀양-2025-00180,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103561.jpg,보호중,M,N,겁이 많지만 손길은 탐 귀여움,밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500180,http://www.animal.go.kr/files/shelter/2025/02/202503101603143[3]_s.jpg,2025-03-10,초동면 덕산리 646-4,[개] 믹스견,갈색,2025(년생),1.2(Kg),경남-밀양-2025-00178,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503101603143[3].jpg,보호중,F,U,"매우온순, 통통한 몸매, 배쪽 피부병",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500179,http://www.animal.go.kr/files/shelter/2025/02/202503101603454[1]_s.jpg,2025-03-10,하남읍 명례로 108 하남 119,[개] 믹스견,검정&황갈색,2024(년생),2.5(Kg),경남-밀양-2025-00179,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503101603454[1].jpg,보호중,F,U,겁이 많음. 온순함. 윤기나는 코가 매력적. ,밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448535202500127,http://www.animal.go.kr/files/shelter/2025/02/202503110903906_s.jpg,2025-03-10,김해시 부원역 부근,[개] 믹스견,검정&흰색,2025(년생),2(Kg),경남-김해-2025-00143,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903906.png,보호중,F,U,김해시-127,(사)동물보호관리협회,010-3344-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,경상남도 김해시,김해시,055-350-4134
448535202500126,http://www.animal.go.kr/files/shelter/2025/02/20250311090333_s.jpg,2025-03-10,김해시 진례면 초정리 1027-38,[개] 믹스견,갈색&흰색,2025(년생),3(Kg),경남-김해-2025-00142,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311090333.png,보호중,F,U,김해시-126,(사)동물보호관리협회,010-3344-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,경상남도 김해시,김해시,055-350-4134
448535202500125,http://www.animal.go.kr/files/shelter/2025/02/202503110903504_s[1].jpg,2025-03-10,김해시 진례면 초정리 1027-38,[개] 믹스견,갈색&흰색,2025(년생),4(Kg),경남-김해-2025-00141,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903504.png,보호중,F,U,김해시-125,(사)동물보호관리협회,010-3344-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,경상남도 김해시,김해시,055-350-4134
448533202500112,http://www.animal.go.kr/files/shelter/2025/02/202503101403117_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,검정&황갈색,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00070,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101403117.jpg,보호중,F,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500111,http://www.animal.go.kr/files/shelter/2025/02/202503101403670_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,갈색&검정,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00069,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101403670.jpg,보호중,F,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500110,http://www.animal.go.kr/files/shelter/2025/02/202503101403638_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,흑갈색,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00068,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101403638.jpg,보호중,M,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500107,http://www.animal.go.kr/files/shelter/2025/02/202503101303627[1]_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,갈색,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00067,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101303627[1].jpg,보호중,M,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500106,http://www.animal.go.kr/files/shelter/2025/02/202503101303296_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,회색,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00066,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101303296.jpg,보호중,F,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500105,http://www.animal.go.kr/files/shelter/2025/02/20250310130322_s.jpg,2025-03-10,통영시동물보호센터,[개] 믹스견,회색,2025(60일미만)(년생),1.5(Kg),경남-통영-2025-00065,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/20250310130322.jpg,보호중,F,N,생후 2개월 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
448533202500104,http://www.animal.go.kr/files/shelter/2025/02/202503101303136_s.jpg,2025-03-10,광도면 수직마을,[개] 믹스견,검정&황갈색,2023(년생),17(Kg),경남-통영-2025-00064,2025-03-11,2025-03-18,http://www.animal.go.kr/files/shelter/2025/02/202503101303136.jpg,보호중,M,N,2살 추정 (25.03.10 기준),통영시동물보호센터,055-650-6291,경상남도 통영시 광도면 전두1길 9-8  ,경상남도 통영시,강승연,055-650-6252
447525202500070,http://www.animal.go.kr/files/shelter/2025/02/202503111503134[1]_s.jpg,2025-03-10,북면,[개] 믹스견,흰색&황갈색,2022(년생),13(Kg),경북-울진-2025-00070,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503134[1].jpg,보호중,M,U,조금은 공격적임,울진군동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37  ,경상북도 울진군,이한솔,054-789-6793
447525202500069,http://www.animal.go.kr/files/shelter/2025/02/202503111503413_s.jpg,2025-03-10,울진읍,[개] 믹스견,흰색,2021(년생),15(Kg),경북-울진-2025-00069,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503413.jpg,보호중,F,U,사납고 공격적,울진군동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37  ,경상북도 울진군,이한솔,054-789-6793
447508202500220,http://www.animal.go.kr/files/shelter/2025/02/202503111703695_s.jpg,2025-03-10,옥성면 선상서로 1097-31,[개] 믹스견,갈색&흰색,2023(년생),4.87(Kg),경북-구미-2025-00096,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703695.jpg,보호중,F,N,자견 3 마리와함께 입소 호기심많고 활발함 사람을 매우좋아하며 애교가 넘침,구미시 동물보호센터,054-471-5718,경상북도 구미시 옥성면 선상동로 1358  애니멀 케어 센터,경상북도 구미시,백진규,054-480-5843
